과목명,강의 내용,상세 URL
취준생이 반드시 읽어봐야 할 중고신입 전략,"취업시장도 점점 양극화 되고 있습니다. 신입 채용 지원자 10명 중 6명은 이미 2-3년 경력이 있는 중고신입이고, 공채는 전혀 없이 수시 채용만 진행하는 기업도 점차 많아지고 있습니다. 어려워지기만 하는 취업 관문을 돌파할 현실적인 전략이 궁금하지 않으세요?",https://www.inflearn.com/course/중고신입-취업-전략?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
워드프레스 기초부터 쇼핑몰까지,세계적인 웹사이트 제작도구인 워드프레스를 기반으로 만드는 쇼핑몰을 완전 기초부터 쇼핑몰 제작까지 한번에 배울 수 있는 기회를 놓치지 마세요!,https://www.inflearn.com/course/워드프레스-쇼핑몰제작?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
Quasar로 만드는 구글 뉴스,quasar framework (vue.js) 와 구글뉴스 rss를 이용한 뉴스 사이트를 만들어 봅시다.,https://www.inflearn.com/course/quasar-구글뉴스?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
JIRA를 활용해 더 효과적으로 프로젝트 협업하기,"본 강의는 JIRA 를 활용해서 팀의 작업을 더 효율적으로 수행하고 싶으신 분들을 대상으로 합니다.
JIRA 를 사용하기 위한 기본 배경지식과 프로젝트 생성, 관리, Issue 등록/관리를 설명하고 Scrum, Kanban 등 애자일 기반 프로젝트 수행 lifecycle 을  이해하고 실제 업무에 활용할 수 있도록 도와드립니다.",https://www.inflearn.com/course/지라-프로젝트협업?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
"문과생도, 비전공자도, 누구나 배울 수 있는 파이썬(Python)!","커리큘럼의 첫번째 수업인 ""누구나 배울 수 있는 파이썬(Python)""은 프로그래밍/코딩 경험이 전혀 없는 분들을 위한 프로그래밍 입문 강좌입니다. 본 수업에서는 수많은 비전공자 대상으로 진행했던 수업들과 관련 경험들을 바탕으로, 컴퓨터의 구조부터 시작해서 프로그램이 동작하는 방식 그리고 이 과정에서 프로그래밍 언어의 역할로 이어지는 '스토리'와 '원리'에 초점을 맞추어, 초보자들이 프로그래밍이라는 낯선 개념에 친숙히 다가갈 수 있도록 하였습니다. 또한 최근 엄청난 속도로 성장하고 있는 파이썬(Python)이라는 언어를 채택하여 프로그래밍 입문에 대한 장벽을 더욱 낮추었고, 해당 언어의 문법적 요소를 설명함에 있어 'What(무엇)' 보다는 'Why(왜)'와 'How(어떻게)'에 두어, 단순 문법 암기식 수업이 아닌, 실전에서의 예제와 활용도에 초점을 맞추어 전달합니다. 입문자들이 흔히 하는 잘못된 학습 방법들을 기반으로 여러분들이 앞으로 어떤 식으로 프로그래밍을 바라보고 학습해야되는지 등에 대한 tip들도 같이 다루며, 과거 프로그래밍을 독학하면서 삽질하고 시간낭비 하며 겪은 시행착오들과, 다년간 오프라인 수업을 진행하며 생긴 내공을 바탕으로, 입문자 분들이 어떤 부분을 어려워하고 또 어떤 식으로 전달해야되는지를 중점적으로 담았기 때문에, 파이썬 입문에 망설이시는 분에게 큰 도움이 될 것입니다.",https://www.inflearn.com/course/생초보-입문-파이썬?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
Svelte.js [Core API] 완벽 가이드,21시간이 넘는 분량의 최고의 Svelte.js 강의!,https://www.inflearn.com/course/스벨트-완벽-가이드?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
실전 자바스크립트,자바스크립트에 대한 깊이 있는 이해를 원하시는 분에게 적합한 강의입니다. 2020년 기준 자바스크립트 최신 문법을 다룹니다.,https://www.inflearn.com/course/실전-자바스크립트?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
Kotlin으로 개발하는 Spring Boot Web MVC,"현업 개발자가 알려주는 Kotlin 을 활용한 Spring Boot 개발 방법!!
간결한 문법과 Spring Boot를 활용한 안정적인 Web Application 개발 방법을 배워보세요.",https://www.inflearn.com/course/스프링부트-코틀린?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
[따라하기만 해!] 스마트스토어 새내기를 위한 완벽 가이드북! (노하우 전자책),"지나치게 자세해서 정말 따라하기만 하면 되는! 스마트스토어 새내기를 위한 완벽 가이드북
스마트스토어 시작부터 월 순수익 100만원 세팅까지 무재고, 무배송, 무자본으로 시작하는 완벽 매뉴얼",https://www.inflearn.com/course/스마트스토어-가이드북?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
[창업] 스타트업 아이템발굴부터 투자유치까지,"스타트업을 하고 싶지만 막연한 두려움과 방법을 몰라 고민하시는 분들께 구체적인 방법론을 제시합니다. 네이버, 카카오, 야후에서  근무했고 실제로 2번의 창업 경험이 있는 실무자가 알려주는 스타트업에 대한 모든 것! 아이템 선정부터 팀빌딩, 사업계획서 작성, 비즈니스모델 수립, 투자유치까지! 실제 현장에서 배운 생생한 노하우를 전달해드립니다. 준비된 창업만이 패가망신을 피할 수 있습니다.",https://www.inflearn.com/course/스타트업-창업?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
쉽고 빠르게 익히는 PowerPoint 2016,새로워진 PowerPoint 2016 기능을 이용해서 빠르고 쉽게 슬라이드 디자인하는 방법을 학습해서 전문가처럼 발표를 자유롭게 하는 방법을 익힐 수 있습니다.,https://www.inflearn.com/course/오피스튜터-파워포인트-2016?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
시간의 마법사 RxJS - setTimeout 은 No! 모든 비동기 작업들을 한방에 해결하자,"Javascript를 비롯한 많은 프로그래밍 언어에서 비동기작업은 가장 까다롭고 소프트웨어의 복잡도를 올리는 요소 중 하나입니다. setTimeout, setInterval 과 같은 원시적인 비동기 프로그래밍은 버리고  RxJS 를 통해 복잡했던 비동기작업들을 손쉽게 처리할 수 있습니다.",https://www.inflearn.com/course/rxjs-비동기작업?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
몇 줄로 끝내는 인터랙티브 웹 개발 노하우 [초급편],짧은 시간에 실무에서 가장 많이 사용하는 인터랙티브 스킬을 알려드립니다.,https://www.inflearn.com/course/자바스크립트-인터랙티브-웹?attributionToken=ChM1MjY0NjI4NDY4NjkwMDYzMzQ0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dES89GEErLx0RK78tESj_LRErTx0RKM8tES-vHREqny0RKt8tESvvLREg
리눅스 커맨드라인 툴 (Full ver.),리눅스 커맨드라인 툴에 대한 강좌 입니다. 자주 사용되는 툴을 엄선해 핵심 기능과 자주 사용되는 옵션에 대해 알려드립니다. 그리고 실습을 통해 실제로 어떻게 사용할 수 있는지 알려드립니다. 여러 가지 리눅스 툴을 잘 사용하게 된다면 리눅스가 편해집니다.  그리고 리눅스를 더 잘 이해하고 더 잘 다루게 됩니다 :),https://www.inflearn.com/course/리눅스-커맨드라인-툴?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
유니티(Unity)로 시작하는 게임개발: Part 3. 슈팅게임 개발,"유니티의 기본적인 기능 및 메모리 동작을 이해할 수 있으며, 프로토타입이 아닌 실제 한 사이클이 돌아가는 게임을 만드는 방법을 배울 수 있습니다.",https://www.inflearn.com/course/유니티-게임개발-파트3?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
파이썬 무료 강의 (활용편2) - GUI 프로그래밍 (4시간),파이썬을 활용하여 GUI 프로그래밍을 배우고 여러 이미지를 합치는 유용한 프로그램을 함께 만듭니다.,https://www.inflearn.com/course/나도코딩-파이썬-활용편-2?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
아무것도 모르고 시작하는 C#,C#이라는 프로그래밍 언어를 통해 비전공자 및 학생 그리고 일반인이 쉽게 프로그래밍에 흥미를 가질 수 있도록 구성하였습니다. 쉬운 표현과 따라하기를 통해 프로그래밍에 자신감을 가질 수 있는 입문자용 강의입니다.,https://www.inflearn.com/course/아무것도-모르고-시작하는-c샵?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
[왕기초편] 쓱싹 쓱싹 그림을 그려요,그래픽 분야의 필수인 기초 드로잉 강의! 이론과 테크닉을 깊게 다루기보다는 손그림 스타일의 그림을 통해서 드로잉에 대한 이해를 할 것입니다.,https://www.inflearn.com/course/데일리드로잉-왕기초편?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
공연사진을 보정하며 배우는 Lightroom 기초부터 마스터까지! - 라이트룸,"강의를 통해 Lightroom의 사용 방법을 기초부터 익히고 높은 수준의 응용 편집도 해낼 수 있습니다. 사랑하는 사람부터 최애 가수까지, 모두를 아름답게 보정해보세요!",https://www.inflearn.com/course/공연사진-보정-라이트룸-기초-마스터?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
초보자도 간단히 단숨에 배우는 파이썬 프로그래밍,"본 강의는 ""초보도 간단히 단숨에 배우는 파이썬(터닝포인트, 2020)""의 저자 직강 동영상 강의로 
가장 쉬우면서도 실속있는 파이썬 프로그래밍 입문 강의입니다.",https://www.inflearn.com/course/초간단-파이썬?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
실전! 웹사이트제작! Step By Step! _Basic (한화캐미컬_반응형웹),"HTML5와 CSS3를 활용하여 웹사이트(한화캐미컬/솔루션)를 제작 실습과정으로,
PC 모드 레이아웃과 반응형 페이지 제작을  완벽히 이해하고, 활용할 수 있는
 실전! 웹페이지 제작 ! Step by Step!의 Basic  Course 강좌입니다.
 (강의 완성 파일 첨부!)",https://www.inflearn.com/course/웹사이트제작-실전-한화캐미컬?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
맥킨지 컨설턴트 출신 전문가가 알려주는 퍼펙트 프레젠테이션 특강,"세계 최고의 컨설팅사에서는 어떻게 자료를 만드는지 알 수 있습니다.
완벽한 스토리 텔링을 만드는 기획법과 청중을 행동하게 만드는 슬라이드 디자인 방법을 익히실 수 있습니다.
실전 발표를 완벽하게 만들어 주는 발표 준비와 연습 방법! 
실전 발표에서의 자신감있는 완벽한 발표 방법과 질문에 대한 효율적 대처법!",https://www.inflearn.com/course/프리젠테이션-통합-특강-평생소장?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
생활코딩 - Web2 : OAuth 2.0,"생활코딩에서 제공하는 OAuth 관련 강의로, API 상호 연동에 대한 기술을 배울 수 있습니다.",https://www.inflearn.com/course/web2-oauth2?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
3시간이면 충분히 입문자를 벗어날 수 있는 프리미어 프로,"이 강의를 통해서 영상 편집의 입문은 물론, 중급 과정까지 단 번에 통과할 수 있도록 도와드립니다.
또 영상 편집이 두려운 분들에게도 자신감을 팍팍 심어 드릴 것입니다.",https://www.inflearn.com/course/영상편집-프리미어프로-여행브이로그?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
생활코딩 - JavaScript Immutability,"생활코딩에서 제공하는 자바스크립트 관련 강의로, 자바스크립트에서 데이터를 불변하게 다루는 방법에 대한 수업입니다.",https://www.inflearn.com/course/javascript-immutability?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
"UX UI 디자이너의 연봉 올려주는 프로토타이핑 툴, 프린서플","개발자와 소통할 때 아직도 ""슝~탁 이런 느낌으로 해주세요."" 이렇게 소통하시나요? 분명 나도 UI 디자이너로 일하고 있는데.. 남들 다하는 프로토타이핑 나만 못하는 것 같아서 답답한 분들.. 코드까지 배워서 하는건 너무 싫고.. 간단한데 자유도가 높아 많은 것을 표현하고 싶은 분들을 위한 Hi-Fi 프로토타이핑 툴 프린서플(Principle)강좌입니다.",https://www.inflearn.com/course/프린서플-UI-프로토타이핑-툴?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
RPG 게임 어플 만들기 [iOS 아이폰],"Xcode를 이용해서 아이폰 전용 RPG 게임 개발을 합니다.
어플 개발에 아무런 지식이 없는 분들도 충분히 따라 오실 수 있도록 강의를 준비했습니다.",https://www.inflearn.com/course/rpg-게임만들기-ios?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
정보올림피아드(중등),지난 정보올림피아드 기출문제 해설을 통한 정올 유형 학습/예상,https://www.inflearn.com/course/정보올림피아드-중등?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
디자인 패턴 with JAVA (GoF),"자바 기본서를 막 끝낸 분이거나 자바 초보자라면  이 강좌를 통해 디자인패턴을 익히고
자바를 이용한 프로그래밍시 좀 더 효율적인 코드로 프로그래밍을 할 수 있을 것으로 예상합니다.",https://www.inflearn.com/course/Design-pattern-java?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
Web4 - Express-Session-Auth,이 수업은 Node.js 웹프래임웍인 Express에서 Session을 이용해 인증을 구현하는 방법을 알려드리는 수업입니다.,https://www.inflearn.com/course/web4-Express-Session-Auth?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
생활코딩 - React,리액트의 컴포넌트를 만드는 법과 리액트와 불변의 관계를 알아봅니다.,https://www.inflearn.com/course/react-생활코딩?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
엑셀 기초에서 실무까지,Excel 을 처음 사용하는 사용자부터 직장에서 엑셀을 사용해 업무를 보는 모든 분들에게 유용한 강좌입니다.,https://www.inflearn.com/course/엑셀?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
EOSJS를 이용한 EOS 심플 월렛 만들기,EosJs를 이용하여 지갑을 만들고 나아가 다른 Dapp도 만들 수 있는 기초를 쌓을 수 있습니다.,https://www.inflearn.com/course/eosjs?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
안드로이드 공식 언어 : 코틀린(Kotlin) 시작하기,단순히 코틀린 문법만 다루는것이 아닌 요즘 유행하는 프로그래밍 기법 및 기능에 대해 살펴볼 수 있을 것입니다. MVP를 통한 안드로이드 TDD 개념을 배우기도 좋습니다.,https://www.inflearn.com/course/next-android-kotlin?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
WEB2 Node.js-MySQL,이 수업은 Node.js와 MySQL을 이용해서 웹애플리케이션을 만드는 방법에 대한 수업입니다.,https://www.inflearn.com/course/web2-node-js-mysql?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
야곰의 iOS 프로그래밍,"iOS 애플리케이션을 제작함에 있어 필요한 지식과 테크닉을 전달하고, 방대한 분량의 iOS 관련 지식을 스스로 익힐 수 있는 방향을 제시합니다. 더불어 강좌 수료 후 더 나아갈 길을 제시합니다.",https://www.inflearn.com/course/ios-프로그래밍?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
유니티 게임 개발 (Unity 2D) - 시작부터 배포까지,"본 유니티 게임개발 강좌에서는 유니티에 사용되는 C# 기초 문법부터 유니티 인터페이스, 사운드, 데이터 관리, 안드로이드 앱으로 배포하는 것까지 커리큘럼이 구성되어 있습니다.
또한 따라하기 식 강좌가 아닌 원리를 이해하고 자신만의 모바일 게임을 만들수 있도록 강의를 진행합니다.",https://www.inflearn.com/course/유니티-게임-개발-unity?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
WEB2 - PHP,이 수업은 https://opentutorials.org 를 만들어가면서 PHP에 대한 지식과 경험을 동시에 채워드리기 위한 목적으로 만들어진 수업입니다.,https://www.inflearn.com/course/php-기초-강좌?attributionToken=ChQxMTE3NDcyNTIwNTY3OTA0NjU0NhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHRErLx0RL38dESrfLREo_y0RKp8tESjPLREvrx0RK78tES89GEEr7y0RI
